requirement_id,sentence,time_behavior,resource_utilization,efficiency_compliance,others
RQ0323,The system should prioritize traffic light maintenance in areas with high accident rates.,0,0,0,1
RQ0324,Traffic light controllers must store data for at least 30 days for historical traffic pattern analysis.,0,0,0,1
RQ0325,Traffic lights must synchronize with the national electricity grid in all states.,0,1,0,0
RQ0326,Pedestrians must have access to Wi-Fi at all intersections for improved connectivity.,0,0,0,1
RQ0327,,0,0,0,0
RQ0328,Traffic lights should display weather updates for drivers waiting at red lights.,0,0,0,1
RQ0329,Traffic lights must have sensors to detect the number of cyclists passing through an intersection.,1,0,0,0
RQ0330,,0,0,0,0
RQ0331,Traffic lights must respond to both north and south traffic equally at all times.,1,0,0,0
RQ0332,Public toilets must be installed at all major intersections to serve waiting pedestrians.,0,0,0,1
RQ0333,Traffic lights must change to green within 2 seconds. ,1,0,0,0
RQ0334,The system should ensure road signs are visible during nighttime for driver safety.,0,0,0,1
RQ0335,The system must allow traffic lights to broadcast emergency alerts to nearby vehicles.,0,0,0,1
RQ0336,All buildings near intersections must be equipped with earthquake detection systems. ,0,0,0,1
RQ0337,Traffic lights should turn off automatically if no vehicles are detected for 10 minutes. ,0,1,0,0
RQ0338,Traffic lights must adjust signal timings for vehicles crossing international borders. ,0,0,0,1
RQ0339,The system must ensure streetlights and traffic lights are synchronized at night.,1,0,0,0
RQ0340,,0,0,0,0
RQ0341,The system should allow for dynamic advertisement displays at traffic lights during high traffic hours.,0,0,0,1
RQ0342,Traffic lights must ensure vehicle queue lengths are kept under 10 vehicles.,1,0,0,0
RQ0343,The system should send personalized messages to drivers at red lights for a better customer experience. ,0,0,0,1
RQ0344,Traffic light controllers must manage resources efficiently. ,0,1,0,0
RQ0345,Traffic lights must be turned off during national holidays to save energy. ,0,1,0,0
RQ0346,* successful user logins,0,0,0,0
RQ0347,* unsuccessful user logins,0,0,0,0
RQ0348,* user logouts,0,0,0,0
RQ0349,* record activity in information solutions that contain or use electronic protected  information,1,0,1,0
RQ0350,* use of privileges,0,0,0,0
RQ0351,* use of solution utilities,0,0,0,0
RQ0352,* changes to solution configurations,0,0,0,0
RQ0353,* alarms raised by access control solution,0,0,0,0
RQ0354,* files accessed,0,0,0,0
RQ0355,* file operations (PUT  GET  DELETE  MKDIR  etc.),0,0,0,0
RQ0356,The solution should produce audit records that contain at a minimum:,1,0,1,0
RQ0357,* Date of event,0,0,0,0
RQ0358,* Time of event,0,0,0,0
RQ0359,* Type of event (solution  security  application),0,0,0,0
RQ0360,* Username or user ID,0,0,0,0
RQ0361,* Source IP address  source terminal identity  or some type of unique source identifier,0,0,0,0
RQ0362,The system must adjust pedestrian crossing signal times automatically during weekends to account for lighter traffic.,1,0,0,0
RQ0363,The network bandwidth for pedestrian sensors must remain below 30% during peak hours to avoid system slowdowns.,0,1,0,0
RQ0364,The system must follow ISO 22301 standards for business continuity during unexpected traffic system failures.,0,0,1,0
RQ0365,Pedestrian detection accuracy must not fall below 98% to ensure smooth signal operation.,1,0,0,0
RQ0366,The system should support multi-language voice commands for accessibility in traffic control centers.,0,0,0,1
RQ0367,The server response time for signal adjustments in school zones must not exceed 1.5 seconds during school hours.,1,0,0,0
RQ0368,The system must meet national pedestrian safety standards to prevent accidents in crowded areas.,0,0,1,0
RQ0369,The system should limit energy consumption for pedestrian detection systems to under 25% during off-peak hours.,0,1,0,0
RQ0370,"Emergency signals must be prioritized over regular traffic signals, with a response time of under 1 second.",1,0,0,0
RQ0371,Pedestrian sensor updates should be processed in under 3 seconds to avoid delays in crosswalk signaling.,1,0,0,0
RQ0372,The system must adhere to national standards for pedestrian safety and traffic signal coordination in urban areas.,0,0,1,0
RQ0373,Backup power for traffic signals must activate within 2 seconds of primary power failure.,0,1,0,0
RQ0374,The system must comply with international guidelines for efficient urban traffic management during peak hours.,0,0,1,0
RQ0375,Pedestrian signals in high-traffic zones should adjust automatically within 1 second of detecting a large group.,1,0,0,0
RQ0376,"The system should provide detailed traffic analytics, including pedestrian data, to traffic managers for decision-making.",0,0,0,1
RQ0377,Traffic monitoring servers should not exceed 65% of total CPU utilization during non-peak hours to reduce energy consumption.,0,1,0,0
RQ0378,The system must implement ISO 14001 energy management standards to minimize environmental impact during traffic operations.,0,0,1,0
RQ0379,Pedestrian crossings should be illuminated using energy-efficient LED lights to reduce operational costs.,0,1,0,0
RQ0380,The system should adjust traffic signals dynamically based on the number of pedestrians waiting to cross.,1,0,0,0
RQ0381,Handle in short time.,1,0,0,0
RQ0382,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ0383,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ0384,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ0385,CPU never exceed 50% ideally,0,1,0,0
RQ0386,Ensure fast ops!!,1,0,0,0
RQ0387,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ0388,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ0389,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ0390,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ0391,,0,0,0,1
RQ0392,CPU never exceed 50% ideally,0,1,0,0
RQ0393,CPU never exceed 50% ideally,0,1,0,0
RQ0394,Handle in short time.,1,0,0,0
RQ0395,,0,0,0,1
RQ0396,Ensure fast ops!!,1,0,0,0
RQ0397,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ0398,Adjust according to flow,1,0,0,0
RQ0399,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ0400,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ0401,,0,0,0,1
RQ0402,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ0403,Handle in short time.,1,0,0,0
RQ0404,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ0405,Ensure fast ops!!,1,0,0,0
RQ0406,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ0407,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ0408,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ0409,Follow national standards for traffic resource optimization.,0,0,1,0
RQ0410,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ0411,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ0412,CPU never exceed 50% ideally,0,1,0,0
RQ0413,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ0414,Adjust according to flow,1,0,0,0
RQ0415,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ0416,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ0417,Adjust according to flow,1,0,0,0
RQ0418,Adjust according to flow,1,0,0,0
RQ0419,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ0420,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ0421,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ0422,Ensure fast ops!!,1,0,0,0
RQ0423,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ0424,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ0425,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ0426,Optimize network quickly!,0,0,0,1
RQ0427,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ0428,Ensure fast ops!!,1,0,0,0
RQ0429,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ0430,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ0431,,0,0,0,1
RQ0432,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ0433,CPU never exceed 50% ideally,0,1,0,0
RQ0434,Optimize network quickly!,0,0,0,1
RQ0435,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ0436,,0,0,0,1
RQ0437,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ0438,Optimize network quickly!,0,0,0,1
RQ0439,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ0440,Adjust according to flow,1,0,0,0
RQ0441,Ensure fast ops!!,1,0,0,0
RQ0442,CPU never exceed 50% ideally,0,1,0,0
RQ0443,Maintain efficiency standard 100%,0,0,1,0
RQ0444,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ0445,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ0446,,0,0,0,1
RQ0447,Maintain efficiency standard 100%,0,0,1,0
RQ0448,Maintain efficiency standard 100%,0,0,1,0
RQ0449,Follow national specs,0,0,1,0
RQ0450,Traffic updates every moment,1,0,0,0
RQ0451,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ0452,,0,0,0,1
RQ0453,,0,0,0,1
RQ0454,Maintain efficiency standard 100%,0,0,1,0
RQ0455,Adjust according to flow,1,0,0,0
RQ0456,Follow national specs,0,0,1,0
RQ0457,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
